Confirmed,ConfirmedChange,Deaths,Recovered,Country_Region
4593,1795.0,0.0,0.0,Worldwide
5,0.0,0.0,0.0,Australia
1,0.0,0.0,0.0,Cambodia
3,1.0,0.0,0.0,Canada
5974,1459.0,0.0,0.0,China
3,0.0,0.0,0.0,France
1,0.0,0.0,0.0,Germany
8,0.0,0.0,0.0,Hong Kong SAR
7,1.0,0.0,0.0,Japan
7,0.0,0.0,0.0,Macao SAR
8,2.0,0.0,0.0,Malaysia
1,0.0,0.0,0.0,Nepal
7,2.0,0.0,0.0,Singapore
4,0.0,0.0,0.0,Korea
1,0.0,0.0,0.0,Sri Lanka
8,3.0,0.0,0.0,Taiwan
14,6.0,0.0,0.0,Thailand
5,0.0,0.0,0.0,United States
2,0.0,0.0,0.0,Vietnam
