Confirmed,ConfirmedChange,Deaths,Recovered,Country_Region
68912,2028.0,1669.0,0,Worldwide
15,0.0,0.0,0,Australia
1,0.0,0.0,1.0,Belgium
1,0.0,0.0,1.0,Cambodia
8,0.0,0.0,1.0,Canada
68584,17493.0,1666.0,9426.0,China
1,0.0,0.0,9426.0,Egypt
1,0.0,0.0,9426.0,Finland
12,1.0,1.0,4.0,France
16,0.0,0.0,1.0,Germany
57,1.0,1.0,1.0,Hong Kong SAR
3,0.0,0.0,1.0,India
3,0.0,0.0,1.0,Italy
59,6.0,1.0,12.0,Japan
10,0.0,0.0,5.0,Macao SAR
22,1.0,0.0,7.0,Malaysia
1,0.0,0.0,7.0,Nepal
3,0.0,1.0,7.0,Philippines
2,0.0,0.0,7.0,Russia
75,3.0,0.0,18.0,Singapore
29,1.0,0.0,9.0,Korea
3,0.0,1.0,9.0,Spain
1,0.0,0.0,9.0,Sri Lanka
1,0.0,0.0,9.0,Sweden
20,2.0,1.0,2.0,Taiwan
34,0.0,0.0,2.0,Thailand
9,1.0,0.0,3.0,United Arab Emirates
9,0.0,0.0,3.0,United Kingdom
15,0.0,1.0,3.0,United States
16,0.0,0.0,3.0,Vietnam
