Country_Region,Confirmed,Deaths,Recovered
Afghanistan,6402,168,745
Albania,916,31,705
Algeria,6629,536,3271
American Samoa,0,0,3271
Andorra,761,49,596
Angola,48,2,14
Anguilla,3,0,3
Antigua and Barbuda,24,3,11
Argentina,7466,356,2372
Armenia,4283,55,1666
Aruba,101,3,93
Australia,7019,98,6313
Austria,16093,628,14471
Azerbaijan,3060,36,1886
Bahamas,96,11,41
Bahrain,6583,12,2640
Bangladesh,20065,298,3882
Barbados,85,7,65
Belarus,27730,156,8807
Belgium,54644,8959,14301
Belize,18,2,16
Benin,340,2,83
Bermuda,122,9,66
Bhutan,21,0,5
Bolivia,3577,164,356
Bonaire,2,0,2
Bosnia and Herz.,2233,125,1336
Botswana,24,1,17
Brazil,218223,14817,84970
British Virgin Islands,8,1,6
Brunei,141,1,134
Bulgaria,2138,102,545
Burkina Faso,780,51,595
Burundi,15,1,7
Cambodia,122,0,121
Cameroon,3029,139,1555
Canada,74613,5562,36872
Cape Verde,326,2,67
Cayman Islands,94,1,55
Central African Rep.,301,0,13
Chad,428,48,88
Chile,39542,394,16614
China,82933,4633,78209
Colombia,14216,546,3358
Comoros,11,1,3
Costa Rica,837,6,542
Croatia,2222,95,1869
Cuba,1840,79,1425
Curaçao,16,1,14
Cyprus,910,24,104
Czech Rep.,8406,295,5381
Côte d'Ivoire,2017,24,942
Dem. Rep. Congo,1298,50,212
Denmark,10989,537,8959
Djibouti,1309,4,935
Dominica,16,0,15
Dominican Rep.,12110,428,3351
Ecuador,32652,2594,3433
Egypt,11228,592,3363
El Salvador,1265,25,416
Eq. Guinea,594,7,22
Eritrea,39,0,38
Estonia,1766,63,923
Ethiopia,287,5,112
Falkland Is.,13,0,13
Faroe Is.,187,0,187
Fiji,18,0,14
Finland,6374,293,4300
France,141919,27529,60448
French Polynesia,60,0,59
Gabon,1209,10,219
Gaza Strip,20,10,219
Georgia,671,12,393
Germany,173152,7824,151700
Ghana,5638,24,674
Gibraltar,148,0,144
Greece,2810,160,1464
Greenland,11,0,11
Grenada,22,0,14
Guadeloupe,145,10,68
Guam,154,5,128
Guatemala,1518,29,129
Guernsey,252,13,231
Guinea,2565,14,895
Guinea-Bissau,941,3,26
Guyana,116,10,41
Haiti,273,20,18
Honduras,2318,133,253
Hungary,3417,442,1287
Iceland,1802,10,1782
India,81970,2649,27920
Indonesia,16496,1076,3803
Iran,116635,6902,91836
Iraq,3193,117,2089
Ireland,23956,1518,19470
Isle of Man,334,24,285
Israel,16589,266,12587
Italy,223885,31610,120205
Jamaica,510,9,113
Japan,16237,725,10338
Jersey,299,27,226
Jordan,596,9,401
Kazakhstan,5689,34,2558
Kenya,781,45,284
Korea,11037,262,9821
Kosovo,955,29,690
Kuwait,12860,96,3640
Kyrgyzstan,1111,14,745
Lao PDR,19,0,14
Latvia,997,19,662
Lebanon,902,26,246
Lesotho,1,0,0
Liberia,219,20,108
Libya,64,3,28
Liechtenstein,82,1,55
Lithuania,1523,54,965
Luxembourg,3923,104,3682
Macao SAR,45,0,43
Macedonia,1740,97,1251
Madagascar,238,4,112
Malawi,64,4,24
Malaysia,6855,112,5439
Maldives,1020,4,45
Mali,806,46,455
Malta,532,6,458
Mauritania,29,3,7
Mauritius,334,10,322
Mayotte,221,3,77
Mexico,45032,4767,28475
Moldova,5745,202,2280
Monaco,96,4,87
Mongolia,116,0,15
Montenegro,324,9,311
Montserrat,11,1,8
Morocco,6652,190,3400
Mozambique,119,0,42
Myanmar,181,6,89
Namibia,16,0,13
Nepal,258,0,35
Netherlands,43681,5643,3459
New Caledonia,18,0,18
New Zealand,1498,21,1411
Nicaragua,25,8,7
Niger,885,51,684
Nigeria,5450,171,1320
Northern Mariana Islands,19,2,12
Norway,8219,239,7114
Oman,4625,20,1350
Pakistan,37218,803,10155
Panama,9268,266,6080
Papua New Guinea,8,0,8
Paraguay,759,11,193
Peru,84495,2392,27147
Philippines,12091,806,2460
Poland,18016,907,6918
Portugal,28583,1190,3328
Puerto Rico,2542,122,850
Qatar,29425,14,3546
Romania,16437,1056,9370
Russia,262843,2418,58226
Rwanda,288,0,177
S. Sudan,231,1,3
Saba,2,0,2
Saint Barthelemy,6,0,4
