Country_Region,Confirmed,Deaths,Recovered
Afghanistan,1,0,0
Algeria,8,0,0
Andorra,1,0,0
Argentina,1,0,0
Armenia,1,0,0
Australia,40,1,21
Austria,18,0,21
Azerbaijan,3,0,21
Bahrain,49,0,21
Belarus,4,0,21
Belgium,13,0,1
Brazil,2,0,1
Cambodia,1,0,1
Canada,33,0,8
Chile,1,0,8
China,80304,2946,47204
Croatia,9,0,47204
Czech Rep.,5,0,47204
Denmark,3633,136,47204
Dominican Rep.,1,0,47204
Ecuador,11,0,47204
Egypt,25,0,47204
Estonia,3,0,47204
Finland,11,0,47204
France,212,4,12
Georgia,3,0,12
Germany,188,0,16
Gibraltar,1,0,16
Greece,7,0,16
Guam,0,0,16
Iceland,16,0,37
India,6,0,3
Indonesia,1920,177,3
Iran,2336,77,291
Iraq,25,1,291
Ireland,2,0,291
Israel,31,0,1
Italy,2502,79,276
Japan,284,6,43
Jordan,1,0,43
Korea,5328,32,34
Kuwait,56,0,43
Latvia,1,0,43
Lebanon,15,0,43
Liechtenstein,1,0,43
Lithuania,1,0,43
Luxembourg,1,0,43
Macao SAR,10,0,43
Macedonia,1,0,22
Malaysia,36,0,22
Mexico,5,0,22
Monaco,1,0,22
Morocco,1,0,22
Nepal,1,0,22
Netherlands,24,0,22
New Zealand,2,0,22
Nigeria,1,0,22
Norway,33,0,22
Oman,12,0,2
Pakistan,5,0,2
Philippines,3,1,2
Portugal,4,0,2
Puerto Rico,0,0,2
Qatar,7,0,2
Romania,4,0,1
Russia,3,0,1
San Marino,11,1,1
Saudi Arabia,1,0,1
Senegal,1,0,1
Singapore,110,0,78
Spain,166,2,2
Sri Lanka,1,0,2
Sweden,32,0,1
Switzerland,55,0,1
Thailand,43,1,12
Tunisia,1,0,12
U.S. Virgin Islands,0,0,12
Ukraine,1,0,12
United Arab Emirates,27,0,5
United Kingdom,51,0,8
United States,85,11,9
Vietnam,16,0,9
台湾,42,1,12
香港,102,2,37
