Country_Region,Confirmed,Deaths,Recovered
Afghanistan,29481,618,9260
Albania,2047,45,1195
Algeria,12076,861,8653
American Samoa,0,0,8653
Andorra,855,52,797
Angola,189,10,77
Anguilla,3,0,3
Antigua and Barbuda,26,3,22
Argentina,47203,1078,13140
Armenia,21006,372,10144
Aruba,101,3,98
Australia,7492,103,6904
Austria,17408,693,16261
Azerbaijan,13715,167,7503
Bahamas,104,11,77
Bahrain,23062,67,17450
Bangladesh,119198,1545,47635
Barbados,97,7,85
Belarus,59487,357,38688
Belgium,60810,9713,16771
Belize,23,2,17
Benin,850,13,272
Bermuda,146,9,132
Bhutan,70,0,32
Bolivia,26389,846,5857
Bonaire,2,0,2
Bosnia and Herz.,3588,172,2285
Botswana,91,1,25
Brazil,1145906,52645,613345
British Virgin Islands,8,1,7
Brunei,141,3,138
Bulgaria,3984,207,2171
Burkina Faso,907,53,823
Burundi,150,1,93
Cambodia,130,0,127
Cameroon,12270,313,7774
Canada,101963,8454,64704
Cape Verde,982,8,426
Cayman Islands,195,1,154
Central African Rep.,3051,37,522
Chad,860,74,757
Chile,250767,4505,215075
China,83418,4634,78425
Colombia,73572,2404,28968
Comoros,265,7,159
Costa Rica,2368,12,712
Croatia,2366,107,2142
Cuba,2318,85,2123
Curaçao,23,1,19
Cyprus,108,4,104
Czech Rep.,10650,339,6457
Côte d'Ivoire,7904,58,3493
Dem. Rep. Congo,6027,135,861
Denmark,12761,603,11393
Djibouti,4617,49,3989
Dominica,18,0,18
Dominican Rep.,28631,691,15551
Ecuador,51643,4274,5120
Egypt,58141,2365,15535
El Salvador,5150,119,2814
Eq. Guinea,1887,32,515
Eritrea,143,0,39
Estonia,1982,69,1771
Ethiopia,4848,75,1412
Falkland Is.,13,0,13
Faroe Is.,187,0,187
Fiji,18,0,18
Finland,7173,327,6400
France,161267,29720,74871
French Polynesia,60,0,60
Gabon,4849,39,2107
Gaza Strip,72,39,2107
Georgia,911,14,768
Germany,190862,8895,175649
Ghana,14568,95,10473
Gibraltar,176,0,176
Greece,3302,190,1374
Greenland,13,0,13
Grenada,23,0,23
Guadeloupe,145,10,68
Guam,225,5,173
Guatemala,14540,582,2818
Guernsey,252,13,238
Guinea,5040,28,3685
