Confirmed,ConfirmedChange,Deaths,Recovered,Country_Region
46823,1827.0,1369.0,0,Worldwide
15,0.0,0.0,6.0,Australia
1,0.0,0.0,6.0,Belgium
1,0.0,0.0,6.0,Cambodia
7,0.0,0.0,6.0,Canada
48467,1995.0,1368.0,6205.0,China
1,0.0,0.0,6205.0,Finland
11,0.0,0.0,2.0,France
16,0.0,0.0,1.0,Germany
53,3.0,1.0,1.0,Hong Kong SAR
3,0.0,0.0,1.0,India
3,0.0,0.0,1.0,Italy
33,5.0,1.0,10.0,Japan
10,0.0,0.0,2.0,Macao SAR
19,0.0,0.0,3.0,Malaysia
1,0.0,0.0,3.0,Nepal
3,0.0,1.0,3.0,Philippines
2,0.0,0.0,3.0,Russia
58,8.0,0.0,15.0,Singapore
28,0.0,0.0,7.0,Korea
3,1.0,1.0,7.0,Spain
1,0.0,0.0,7.0,Sri Lanka
1,0.0,0.0,7.0,Sweden
18,0.0,0.0,7.0,Taiwan
33,0.0,0.0,7.0,Thailand
8,0.0,0.0,7.0,United Arab Emirates
9,1.0,0.0,7.0,United Kingdom
14,1.0,1.0,3.0,United States
16,1.0,0.0,7.0,Vietnam
