Country_Region,Confirmed,Deaths,Recovered
Afghanistan,23546,446,3326
Albania,1385,35,1001
Algeria,10589,741,7255
American Samoa,0,0,7255
Andorra,852,51,780
Angola,118,5,41
Anguilla,3,0,3
Antigua and Barbuda,26,3,20
Argentina,27360,765,8332
Armenia,14669,245,5466
Aruba,101,3,98
Australia,7285,103,6761
Austria,17034,674,15949
Azerbaijan,8882,108,4930
Bahamas,103,11,67
Bahrain,16667,34,11487
Bangladesh,78052,1049,16747
Barbados,96,7,81
Belarus,51816,293,26643
Belgium,59711,9636,16453
Belize,20,2,16
Benin,386,4,188
Bermuda,141,9,125
Bhutan,62,0,18
Bolivia,15281,512,2261
Bonaire,2,0,2
Bosnia and Herz.,2832,161,2100
Botswana,48,1,24
Brazil,802828,40919,325395
British Virgin Islands,8,1,7
Brunei,141,2,138
Bulgaria,2993,167,1664
Burkina Faso,892,53,790
Burundi,85,1,45
Cambodia,126,0,125
Cameroon,8917,247,4836
Canada,97530,7994,57658
Cape Verde,657,5,294
Cayman Islands,186,1,112
Central African Rep.,1952,5,38
Chad,848,72,706
Chile,154092,2648,129092
China,83057,4634,78361
Colombia,45212,1488,16534
Comoros,162,2,97
Costa Rica,1538,12,722
Croatia,2249,106,2132
Cuba,2219,84,1893
Curaçao,22,1,16
Cyprus,975,25,104
Czech Rep.,9886,328,6457
Côte d'Ivoire,4404,41,2212
Dem. Rep. Congo,4515,98,567
Denmark,12235,593,10955
Djibouti,4398,37,2519
Dominica,18,0,16
Dominican Rep.,22008,568,13541
Ecuador,45082,3768,4420
Egypt,39726,1377,10691
El Salvador,3481,68,1497
Eq. Guinea,1550,12,200
Eritrea,39,0,39
Estonia,1965,69,1697
Ethiopia,2670,40,434
Falkland Is.,13,0,13
Faroe Is.,187,0,187
Fiji,18,0,18
Finland,7089,325,6200
France,155561,29346,72149
French Polynesia,60,0,60
Gabon,3375,22,978
Gaza Strip,72,22,978
Georgia,828,13,694
Germany,185416,8755,171046
Ghana,10358,48,3824
Gibraltar,176,0,169
Greece,3088,183,1374
Greenland,13,0,13
Grenada,23,0,22
Guadeloupe,145,10,68
Guam,183,5,163
Guatemala,8561,334,1504
Guernsey,252,13,238
Guinea,4372,23,3033
Guinea-Bissau,1442,12,153
Guyana,158,12,92
Haiti,3796,58,24
Honduras,7669,294,809
Hungary,4039,553,2391
Iceland,1807,10,1794
India,286579,8102,141029
Indonesia,35295,2000,12636
Iran,180156,8584,142663
Iraq,16675,457,6568
Ireland,25238,1703,23213
Isle of Man,336,24,312
Israel,18569,300,15214
Italy,236142,34167,171338
Jamaica,611,10,407
Japan,17292,920,15383
Jersey,313,30,292
Jordan,891,9,670
Kazakhstan,13588,67,8593
Kenya,3215,92,1092
Korea,12003,277,10654
Kosovo,1326,31,921
Kuwait,34432,279,24137
Kyrgyzstan,2129,26,1630
Lao PDR,19,0,19
Latvia,1096,27,818
Lebanon,1402,31,845
Lesotho,4,0,2
Liberia,410,31,206
Libya,382,5,59
Liechtenstein,82,1,55
Lithuania,1752,74,1372
Luxembourg,4052,110,3910
Macao SAR,45,0,45
Macedonia,3538,169,1682
Madagascar,1203,10,312
Malawi,481,4,55
Malaysia,8369,118,7065
Maldives,1976,8,1153
Mali,1722,97,989
Malta,640,9,600
Mauritania,1439,74,250
Mauritius,337,10,324
Mayotte,221,3,77
Mexico,133974,15944,94733
Moldova,10727,375,6072
Monaco,99,4,93
Mongolia,196,0,75
Montenegro,324,9,315
Montserrat,11,1,10
Morocco,8537,211,7583
Mozambique,489,2,144
Myanmar,260,6,165
Namibia,31,0,17
Nepal,4614,15,861
Netherlands,48251,6044,861
New Caledonia,21,0,20
New Zealand,1504,22,1132
Nicaragua,1464,55,953
Niger,976,65,878
Nigeria,14554,387,4494
Northern Mariana Islands,22,2,19
Norway,8605,242,8138
Oman,19954,89,6623
Pakistan,119536,2356,38391
Panama,18586,418,10977
Papua New Guinea,8,0,8
Paraguay,1230,11,604
Peru,214788,6109,102429
Philippines,24175,1036,5165
Poland,28201,1215,13696
Portugal,35910,1504,22002
Puerto Rico,5536,146,850
Qatar,75071,69,51331
Romania,21182,1369,15283
Russia,502436,6532,261150
