Confirmed,ConfirmedChange,Deaths,Recovered,Country_Region
28256,3707.0,565.0,0,Worldwide
15,1.0,0.0,3.0,Australia
1,0.0,0.0,3.0,Belgium
1,0.0,0.0,3.0,Cambodia
7,2.0,0.0,3.0,Canada
31161,3143.0,564.0,1153.0,China
1,0.0,0.0,1153.0,Finland
6,0.0,0.0,1153.0,France
12,0.0,0.0,1153.0,Germany
24,3.0,1.0,0.0,Hong Kong SAR
3,0.0,0.0,0.0,India
3,1.0,0.0,0.0,Italy
25,0.0,0.0,0.0,Japan
10,0.0,0.0,0.0,Macao SAR
14,0.0,0.0,1.0,Malaysia
1,0.0,0.0,1.0,Nepal
3,0.0,1.0,1.0,Philippines
2,0.0,0.0,1.0,Russia
30,2.0,0.0,1.0,Singapore
23,4.0,0.0,1.0,Korea
1,0.0,1.0,1.0,Spain
1,0.0,0.0,1.0,Sri Lanka
1,0.0,0.0,1.0,Sweden
16,5.0,0.0,1.0,Taiwan
25,0.0,0.0,1.0,Thailand
5,0.0,0.0,1.0,United Arab Emirates
3,1.0,0.0,1.0,United Kingdom
12,0.0,1.0,1.0,United States
12,2.0,0.0,3.0,Vietnam
