Country_Region,Confirmed,Deaths,Recovered
Afghanistan,8145,187,850
Albania,949,31,742
Algeria,7377,561,3746
American Samoa,0,0,3746
Andorra,761,51,628
Angola,52,3,17
Anguilla,3,0,3
Antigua and Barbuda,24,3,11
Argentina,8796,393,2859
Armenia,5271,67,2164
Aruba,101,3,93
Australia,7068,100,6416
Austria,16261,632,14678
Azerbaijan,3518,41,2198
Bahamas,96,11,42
Bahrain,7532,12,2964
Bangladesh,25121,370,4993
Barbados,90,7,68
Belarus,31508,175,10620
Belgium,55791,9108,14687
Belize,18,2,16
Benin,344,2,57
Bermuda,125,9,77
Bhutan,21,0,5
Bolivia,4481,189,503
Bonaire,2,0,2
Bosnia and Herz.,2321,134,1522
Botswana,25,1,17
Brazil,271628,17971,106794
British Virgin Islands,8,1,6
Brunei,141,1,136
Bulgaria,2259,112,646
Burkina Faso,804,51,652
Burundi,42,1,20
Cambodia,122,0,122
Cameroon,3631,140,1567
Canada,79112,5912,40050
Cape Verde,343,2,67
Cayman Islands,111,1,55
Central African Rep.,366,0,18
Chad,545,56,139
Chile,49579,509,21507
China,82960,4634,78241
Colombia,16935,613,4050
Comoros,34,1,8
Costa Rica,882,10,577
Croatia,2232,96,1967
Cuba,1887,79,1538
Curaçao,16,1,14
Cyprus,918,24,104
Czech Rep.,8647,303,5726
Côte d'Ivoire,2153,28,1050
Dem. Rep. Congo,1628,61,290
Denmark,11242,551,9416
Djibouti,1673,7,1033
Dominica,16,0,15
Dominican Rep.,13477,446,6685
Ecuador,34151,2839,3433
Egypt,13484,659,3742
El Salvador,1571,31,502
Eq. Guinea,825,7,22
Eritrea,39,0,38
Estonia,1791,64,938
Ethiopia,365,5,120
Falkland Is.,13,0,13
Faroe Is.,187,0,187
Fiji,18,0,15
Finland,6512,301,5000
France,143427,28251,62563
French Polynesia,60,0,59
Gabon,1502,12,318
Gaza Strip,23,12,318
Georgia,707,12,456
Germany,175210,8007,155614
Ghana,6096,31,1754
Gibraltar,148,0,145
Greece,2840,165,1374
Greenland,11,0,11
Grenada,22,0,14
Guadeloupe,145,10,68
Guam,161,5,128
Guatemala,2001,38,139
Guernsey,252,13,235
Guinea,2863,18,1525
Guinea-Bissau,1038,6,42
Guyana,125,10,45
Haiti,564,21,21
Honduras,2798,146,340
Hungary,3556,467,1412
Iceland,1803,10,1789
India,101139,3163,39173
Indonesia,18496,1221,4467
Iran,124603,7119,97173
Iraq,3611,131,2366
Ireland,24251,1561,19470
Isle of Man,335,24,285
Israel,16659,278,13299
Italy,226699,32169,129401
Jamaica,523,9,127
Japan,16385,771,11564
Jersey,304,28,243
Jordan,649,9,417
Kazakhstan,6751,35,3598
Kenya,963,50,358
Korea,11110,263,9938
Kosovo,989,29,736
Kuwait,16764,121,4681
Kyrgyzstan,1243,14,898
Lao PDR,19,0,14
Latvia,1016,21,694
Lebanon,954,26,251
Lesotho,1,0,0
Liberia,233,23,125
Libya,68,3,35
Liechtenstein,82,1,55
Lithuania,1562,60,1025
Luxembourg,3958,109,3718
Macao SAR,45,0,44
Macedonia,1839,106,1351
Madagascar,326,4,119
