Country_Region,Confirmed,Deaths,Recovered
Afghanistan,933,30,99
Albania,539,26,277
Algeria,2418,364,846
American Samoa,0,0,846
Andorra,696,35,191
Angola,19,2,2
Anguilla,3,0,1
Argentina,2747,129,665
Armenia,1248,20,402
Aruba,96,2,43
Australia,6523,65,3747
Austria,14553,431,9704
Azerbaijan,1340,15,528
Bahamas,54,9,9
Bahrain,1744,7,726
Bangladesh,1838,75,58
Barbados,75,75,58
Belarus,4779,42,342
Belgium,36138,5163,7961
Bermuda,83,5,35
Bolivia,493,31,26
Bonaire,1,0,0
Bosnia and Herz.,1214,46,275
Brazil,33682,2141,14026
British Virgin Islands,3,0,2
Brunei,136,1,112
Bulgaria,846,41,141
Burkina Faso,557,35,294
Burundi,5,1,4
Cambodia,122,1,1
Cameroon,1006,21,168
Canada,31927,1310,9321
Cape Verde,56,1,1
Cayman Islands,61,1,7
Chad,33,0,8
Chile,9252,116,3621
China,82367,3342,77944
Colombia,3439,153,634
Congo,143,6,11
Costa Rica,649,4,88
Croatia,1814,36,600
Cuba,923,31,192
Curaçao,15,1,10
Cyprus,750,17,77
Czech Rep.,6549,176,1174
Côte d'Ivoire,742,6,193
Dem. Rep. Congo,287,23,25
Denmark,7268,336,3023
Djibouti,732,2,76
Dominica,16,0,8
Dominican Rep.,4335,217,268
Ecuador,8450,421,922
Egypt,2844,205,646
El Salvador,190,7,38
Eq. Guinea,79,0,4
Estonia,1459,38,145
Ethiopia,96,3,15
Falkland Is.,11,0,2
Faroe Is.,184,0,171
Finland,3908,82,1700
France,109252,18681,34420
French Guiana,96,1,64
Gabon,95,1,6
Georgia,370,3,79
Germany,133830,3868,66500
Gibraltar,132,0,105
Greece,2224,108,269
Guam,135,5,269
Guatemala,214,7,21
Guernsey,236,9,82
Guinea,477,3,59
Guinea-Bissau,50,0,3
Guyana,63,6,8
Haiti,43,3,0
Honduras,457,46,10
Hungary,1763,156,207
Iceland,1760,9,1224
India,13835,452,1767
Indonesia,5923,520,607
Iran,79494,4958,54064
Iraq,1482,81,906
Ireland,13980,530,906
Isle of Man,291,4,168
Israel,13283,148,2967
Italy,172434,22745,42727
Jamaica,163,5,23
Japan,9795,154,1012
Jersey,234,11,1012
Jordan,407,7,265
Kazakhstan,1546,17,347
Kenya,246,11,53
Korea,10653,232,7829
Kosovo,480,12,84
Kuwait,1658,5,258
Kyrgyzstan,489,5,114
Lao PDR,19,0,2
Latvia,712,5,88
Lebanon,672,21,86
Liberia,76,7,4
Libya,49,1,11
Lithuania,1149,33,210
Luxembourg,3480,72,579
Macao SAR,45,72,579
Macedonia,1117,49,139
Madagascar,117,0,33
Malawi,19,2,0
Malaysia,5251,86,2967
Maldives,28,0,16
Mali,180,13,34
Malta,422,3,91
Mauritius,324,3,91
Mayotte,245,4,117
Mexico,6875,546,2125
Moldova,2129,56,276
Monaco,94,3,20
Montenegro,305,5,20
Montserrat,11,0,2
Morocco,2564,135,273
Mozambique,34,0,2
Myanmar,94,4,2
Nepal,30,0,1
Netherlands,30449,3459,3459
New Caledonia,18,0,14
New Zealand,1409,11,816
Nicaragua,11,1,6
Niger,609,15,105
Nigeria,493,17,159
Norway,6891,137,139
Oman,1069,6,176
Pakistan,7025,135,1765
Panama,4210,116,122
Paraguay,202,8,30
Peru,13489,300,6541
Philippines,5878,387,487
Poland,8379,332,866
Portugal,19022,657,519
Puerto Rico,1068,58,519
Qatar,4663,7,464
Romania,8067,400,1508
Russia,32008,273,2590
Rwanda,143,0,65
Réunion,402,0,58
Saint Martin,35,2,17
San Marino,435,39,57
Saudi Arabia,7142,87,1049
Senegal,342,2,198
Serbia,5690,110,534
Seychelles,11,0,5
Sierra Leone,26,0,0
Singapore,5050,11,683
Slovakia,1089,11,175
Slovenia,1305,66,174
Somalia,116,5,2
South Africa,2783,50,903
Spain,190839,19478,72963
Sri Lanka,241,7,77
St Marten,57,9,12
Sudan,33,6,4
Swaziland,16,1,8
Sweden,13743,1811,4
Switzerland,27078,1327,15900
Syria,38,3,5
Tanzania,147,5,11
Thailand,2700,47,1689
Togo,83,5,48
Tunisia,866,37,43
Turkey,78546,1769,8631
U.S. Virgin Islands,53,3,8631
Uganda,55,0,20
Ukraine,5106,133,246
United Arab Emirates,6302,37,1188
United Kingdom,108692,15464,1918
United States,696621,32438,58436
Uruguay,508,32438,58436
Uzbekistan,1390,4,156
Venezuela,227,9,111
Vietnam,268,0,198
Zambia,52,2,30
Zimbabwe,24,3,2
台湾,397,6,166
香港,1022,4,533
