Country_Region,Confirmed,Deaths,Recovered
Afghanistan,29640,639,9869
Albania,2114,47,1217
Algeria,12248,869,8792
American Samoa,0,0,8792
Andorra,855,52,797
Angola,197,10,77
Anguilla,3,0,3
Antigua and Barbuda,65,3,22
Argentina,49838,1116,13563
Armenia,21717,386,10797
Aruba,101,3,98
Australia,7521,103,6924
Austria,17449,693,16282
Azerbaijan,14305,174,7768
Bahamas,104,11,77
Bahrain,23570,69,17977
Bangladesh,122660,1582,49666
Barbados,97,7,85
Belarus,59945,362,40136
Belgium,60898,9722,16771
Belize,23,2,17
Benin,902,13,277
Bermuda,146,9,132
Bhutan,71,0,34
Bolivia,27487,876,6300
Bonaire,2,0,2
Bosnia and Herz.,3676,173,2297
Botswana,92,1,25
Brazil,1188631,53830,649908
British Virgin Islands,8,1,7
Brunei,141,3,138
Bulgaria,4114,208,2217
Burkina Faso,919,53,825
Burundi,154,1,93
Cambodia,132,0,127
Cameroon,12592,313,10100
Canada,102242,8484,65091
Cape Verde,999,8,479
Cayman Islands,196,1,169
Central African Rep.,3099,38,572
Chad,861,74,770
Chile,254416,4731,215075
China,83430,4634,78428
Colombia,77113,2491,28968
Comoros,265,7,159
Costa Rica,2515,12,712
Croatia,2388,107,2145
Cuba,2319,85,2130
Curaçao,23,1,19
Cyprus,108,4,104
Czech Rep.,10777,344,6457
Côte d'Ivoire,8164,58,3419
Dem. Rep. Congo,6213,142,870
Denmark,12815,603,11422
Djibouti,4630,52,4182
Dominica,18,0,18
Dominican Rep.,29141,698,12208
Ecuador,52334,4309,5120
Egypt,59561,2450,15935
El Salvador,5336,126,2924
Eq. Guinea,1925,32,515
Eritrea,144,0,39
Estonia,1983,69,1783
Ethiopia,5034,78,1412
Falkland Is.,13,0,13
Faroe Is.,187,0,187
Fiji,18,0,18
Finland,7193,327,6600
France,161348,29731,29123
French Polynesia,60,0,60
Gabon,4956,39,2177
Gaza Strip,72,39,2177
Georgia,914,14,771
Germany,191449,8914,176267
Ghana,15013,95,11078
Gibraltar,176,0,176
Greece,3311,190,1374
Greenland,13,0,13
Grenada,23,0,23
Guadeloupe,145,10,68
Guam,226,5,173
Guatemala,14819,601,2897
Guernsey,252,13,238
Guinea,5174,29,3861
Guinea-Bissau,1584,19,191
Guyana,209,12,107
Haiti,5324,89,436
Honduras,14571,417,1461
Hungary,4114,576,2618
Iceland,1830,10,1806
