Confirmed,ConfirmedChange,Deaths,Recovered,Country_Region
72778,1803.0,1873.0,0,Worldwide
15,0.0,0.0,0,Australia
1,0.0,0.0,0,Belgium
1,0.0,0.0,0,Cambodia
8,0.0,0.0,0,Canada
72428,1793.0,1870.0,12552.0,China
1,0.0,0.0,12552.0,Egypt
1,0.0,0.0,12552.0,Finland
12,0.0,1.0,5.0,France
16,0.0,0.0,3.0,Germany
62,2.0,1.0,2.0,Hong Kong SAR
3,0.0,0.0,2.0,India
3,0.0,0.0,2.0,Italy
73,8.0,1.0,18.0,Japan
22,0.0,0.0,9.0,Malaysia
1,0.0,0.0,9.0,Nepal
3,0.0,1.0,9.0,Philippines
2,0.0,0.0,9.0,Russia
81,4.0,0.0,24.0,Singapore
31,1.0,0.0,12.0,Korea
3,0.0,1.0,12.0,Spain
1,0.0,0.0,12.0,Sri Lanka
1,0.0,0.0,12.0,Sweden
22,0.0,1.0,12.0,Taiwan
35,0.0,0.0,15.0,Thailand
9,0.0,0.0,15.0,United Arab Emirates
9,0.0,0.0,15.0,United Kingdom
21,3.0,2.0,3.0,United States
16,0.0,0.0,3.0,Vietnam
