Country_Region,Confirmed,Deaths,Recovered
Afghanistan,28355,548,7962
Albania,1891,43,1126
Algeria,11631,837,8196
American Samoa,0,0,8196
Andorra,855,52,792
Angola,176,9,66
Anguilla,3,0,3
Antigua and Barbuda,26,3,22
Argentina,41191,992,11838
Armenia,19157,319,8266
Aruba,101,3,98
Australia,7436,103,6871
Austria,17323,688,16175
Azerbaijan,11767,143,6325
Bahamas,104,11,72
Bahrain,21331,60,15287
Bangladesh,108775,1425,42945
Barbados,97,7,85
Belarus,57936,343,36749
Belgium,60550,9696,16751
Belize,22,2,17
Benin,707,11,247
Bermuda,145,9,128
Bhutan,68,0,24
Bolivia,23512,740,2159
Bonaire,2,0,2
Bosnia and Herz.,3288,168,2241
Botswana,89,1,25
Brazil,1067579,49976,507200
British Virgin Islands,8,1,7
Brunei,141,3,138
Bulgaria,3755,193,1941
Burkina Faso,901,53,810
Burundi,136,1,75
Cambodia,129,0,126
Cameroon,11610,301,7548
Canada,101019,8410,63488
Cape Verde,849,8,377
Cayman Islands,195,1,143
Central African Rep.,2706,19,417
Chad,858,74,742
Chile,236748,4295,195584
China,83352,4634,78410
Colombia,65633,2126,23988
Comoros,247,35,129
Costa Rica,2127,12,712
Croatia,2299,107,2142
Cuba,2305,85,2037
Curaçao,23,1,19
Cyprus,985,26,104
Czech Rep.,10448,335,6457
Côte d'Ivoire,7276,52,2942
Dem. Rep. Congo,5477,122,719
Denmark,12636,600,11282
Djibouti,4565,45,3565
Dominica,18,0,16
Dominican Rep.,26677,662,12208
Ecuador,50183,4199,5040
Egypt,53758,2106,13928
El Salvador,4626,98,1413
Eq. Guinea,1775,32,515
Eritrea,142,0,39
Estonia,1979,69,1755
Ethiopia,4469,72,1029
Falkland Is.,13,0,13
Faroe Is.,187,0,187
Fiji,18,0,18
Finland,7145,326,6200
France,160093,29633,74117
French Polynesia,60,0,60
Gabon,4428,34,1750
Gaza Strip,72,34,1750
Georgia,898,14,741
Germany,189135,8883,174376
Ghana,13717,85,4548
Gibraltar,176,0,174
Greece,3256,190,1374
Greenland,13,0,13
Grenada,23,0,22
Guadeloupe,145,10,68
Guam,222,5,170
Guatemala,12755,514,1323
Guernsey,252,13,238
